rz,0.0245436926061703,6,
h,0.0,7,
cx,6,7,
rz,-0.0245436926061702,7,
cx,6,7,
cx,6,5,
rz,-0.0245436926061703,5,
rz,0.0245436926061703,7,
cx,5,7,
rz,0.0245436926061702,7,
cx,5,7,
cx,6,5,
rz,0.0245436926061703,5,
rz,-0.0245436926061703,7,
cx,5,7,
rz,-0.0245436926061702,7,
cx,5,7,
cx,5,4,
rz,-0.0245436926061703,4,
rz,0.0245436926061703,7,
cx,4,7,
rz,0.0245436926061702,7,
cx,4,7,
cx,6,4,
rz,0.0245436926061703,4,
rz,-0.0245436926061703,7,
cx,4,7,
rz,-0.0245436926061702,7,
cx,4,7,
cx,5,4,
rz,-0.0245436926061703,4,
rz,0.0245436926061703,7,
cx,4,7,
rz,0.0245436926061702,7,
cx,4,7,
cx,6,4,
rz,0.0245436926061703,4,
rz,-0.0245436926061703,7,
cx,4,7,
rz,-0.0245436926061702,7,
cx,4,7,
cx,4,3,
rz,-0.0245436926061703,3,
rz,0.0245436926061703,7,
cx,3,7,
rz,0.0245436926061702,7,
cx,3,7,
cx,6,3,
rz,0.0245436926061703,3,
rz,-0.0245436926061703,7,
cx,3,7,
rz,-0.0245436926061702,7,
cx,3,7,
cx,5,3,
rz,-0.0245436926061703,3,
rz,0.0245436926061703,7,
cx,3,7,
rz,0.0245436926061702,7,
cx,3,7,
cx,6,3,
rz,0.0245436926061703,3,
rz,-0.0245436926061703,7,
cx,3,7,
rz,-0.0245436926061702,7,
cx,3,7,
cx,4,3,
rz,-0.0245436926061703,3,
rz,0.0245436926061703,7,
cx,3,7,
rz,0.0245436926061702,7,
cx,3,7,
cx,6,3,
rz,0.0245436926061703,3,
rz,-0.0245436926061703,7,
cx,3,7,
rz,-0.0245436926061702,7,
cx,3,7,
cx,5,3,
rz,-0.0245436926061703,3,
rz,0.0245436926061703,7,
cx,3,7,
rz,0.0245436926061702,7,
cx,3,7,
cx,6,3,
rz,0.0245436926061703,3,
rz,-0.0245436926061703,7,
cx,3,7,
rz,-0.0245436926061702,7,
cx,3,7,
cx,3,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,5,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,4,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,5,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,3,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,5,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,4,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,5,2,
rz,-0.0245436926061703,2,
rz,0.0245436926061703,7,
cx,2,7,
rz,0.0245436926061702,7,
cx,2,7,
cx,6,2,
rz,0.0245436926061703,2,
rz,-0.0245436926061703,7,
cx,2,7,
rz,-0.0245436926061702,7,
cx,2,7,
cx,2,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,4,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,3,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,4,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,2,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,4,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,3,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,4,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,5,1,
rz,-0.0245436926061703,1,
rz,0.0245436926061703,7,
cx,1,7,
rz,0.0245436926061702,7,
cx,1,7,
cx,6,1,
rz,0.0245436926061703,1,
rz,-0.0245436926061703,7,
cx,1,7,
rz,-0.0245436926061702,7,
cx,1,7,
cx,1,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,5,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,4,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,5,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,3,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,5,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,4,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,5,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,2,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,5,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,4,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,5,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,3,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
rz,-0.0245436926061703,7,
cx,0,7,
rz,-0.0245436926061702,7,
cx,0,7,
cx,5,0,
rz,-0.0245436926061703,0,
rz,0.0245436926061703,7,
cx,0,7,
rz,0.0245436926061702,7,
cx,0,7,
cx,6,0,
rz,0.0245436926061703,0,
